id	hate_type	hate_severity	to_whom	model
380233	Religious Hate	Little to None	Community	microsoft/mdeberta-v3-base
540926	None	Little to None	None	microsoft/mdeberta-v3-base
668969	Profane	Severe	Individual	microsoft/mdeberta-v3-base
316990	None	Little to None	None	microsoft/mdeberta-v3-base
482466	None	Little to None	None	microsoft/mdeberta-v3-base
260887	None	Little to None	None	microsoft/mdeberta-v3-base
563963	None	Little to None	None	microsoft/mdeberta-v3-base
917361	None	Little to None	None	microsoft/mdeberta-v3-base
266571	Political Hate	Little to None	None	microsoft/mdeberta-v3-base
51068	None	Little to None	None	microsoft/mdeberta-v3-base
348468	None	Little to None	None	microsoft/mdeberta-v3-base
807445	None	Little to None	None	microsoft/mdeberta-v3-base
427140	None	Little to None	Society	microsoft/mdeberta-v3-base
422165	None	Little to None	None	microsoft/mdeberta-v3-base
55904	None	Little to None	None	microsoft/mdeberta-v3-base
265434	Abusive	Mild	Individual	microsoft/mdeberta-v3-base
267256	None	Little to None	None	microsoft/mdeberta-v3-base
518142	None	Little to None	None	microsoft/mdeberta-v3-base
782489	Abusive	Little to None	None	microsoft/mdeberta-v3-base
916917	None	Little to None	None	microsoft/mdeberta-v3-base
591157	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
662682	Abusive	Little to None	None	microsoft/mdeberta-v3-base
393092	Profane	Severe	Organization	microsoft/mdeberta-v3-base
915065	None	Little to None	None	microsoft/mdeberta-v3-base
33824	None	Little to None	None	microsoft/mdeberta-v3-base
756658	Political Hate	Little to None	Society	microsoft/mdeberta-v3-base
658706	Abusive	Mild	Community	microsoft/mdeberta-v3-base
727816	None	Little to None	None	microsoft/mdeberta-v3-base
654176	Political Hate	Mild	None	microsoft/mdeberta-v3-base
182173	None	Little to None	None	microsoft/mdeberta-v3-base
399562	Abusive	Mild	Organization	microsoft/mdeberta-v3-base
435617	None	Little to None	None	microsoft/mdeberta-v3-base
112763	None	Little to None	None	microsoft/mdeberta-v3-base
91780	Abusive	Mild	Organization	microsoft/mdeberta-v3-base
396665	None	Little to None	None	microsoft/mdeberta-v3-base
513823	None	Little to None	None	microsoft/mdeberta-v3-base
321815	None	Little to None	None	microsoft/mdeberta-v3-base
706639	None	Little to None	None	microsoft/mdeberta-v3-base
790250	None	Little to None	None	microsoft/mdeberta-v3-base
243116	Political Hate	Little to None	None	microsoft/mdeberta-v3-base
869136	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
628622	None	Little to None	Individual	microsoft/mdeberta-v3-base
425618	None	Little to None	None	microsoft/mdeberta-v3-base
348905	None	Little to None	None	microsoft/mdeberta-v3-base
280702	Abusive	Little to None	Individual	microsoft/mdeberta-v3-base
796835	None	Little to None	None	microsoft/mdeberta-v3-base
339696	None	Little to None	None	microsoft/mdeberta-v3-base
664582	None	Little to None	None	microsoft/mdeberta-v3-base
219751	None	Little to None	None	microsoft/mdeberta-v3-base
861727	None	Little to None	None	microsoft/mdeberta-v3-base
194260	None	Little to None	None	microsoft/mdeberta-v3-base
33277	None	Little to None	None	microsoft/mdeberta-v3-base
224231	Religious Hate	Mild	Individual	microsoft/mdeberta-v3-base
886973	None	Little to None	None	microsoft/mdeberta-v3-base
582310	None	Little to None	None	microsoft/mdeberta-v3-base
433077	None	Little to None	None	microsoft/mdeberta-v3-base
552679	None	Little to None	None	microsoft/mdeberta-v3-base
643528	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
85565	Political Hate	Severe	Individual	microsoft/mdeberta-v3-base
628830	Abusive	Mild	Organization	microsoft/mdeberta-v3-base
749660	Abusive	Little to None	Individual	microsoft/mdeberta-v3-base
1595	None	Little to None	None	microsoft/mdeberta-v3-base
23293	None	Little to None	Individual	microsoft/mdeberta-v3-base
509035	None	Little to None	None	microsoft/mdeberta-v3-base
886202	None	Little to None	None	microsoft/mdeberta-v3-base
742533	None	Little to None	None	microsoft/mdeberta-v3-base
27838	None	Little to None	None	microsoft/mdeberta-v3-base
75041	None	Little to None	None	microsoft/mdeberta-v3-base
228134	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
382699	Abusive	Mild	Community	microsoft/mdeberta-v3-base
242473	None	Little to None	None	microsoft/mdeberta-v3-base
447845	None	Little to None	None	microsoft/mdeberta-v3-base
686719	None	Little to None	None	microsoft/mdeberta-v3-base
325929	None	Little to None	None	microsoft/mdeberta-v3-base
138617	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
37781	Abusive	Mild	Individual	microsoft/mdeberta-v3-base
265785	None	Little to None	None	microsoft/mdeberta-v3-base
624047	Political Hate	Little to None	None	microsoft/mdeberta-v3-base
395781	None	Little to None	Society	microsoft/mdeberta-v3-base
719558	Abusive	Little to None	None	microsoft/mdeberta-v3-base
934245	None	Little to None	None	microsoft/mdeberta-v3-base
181499	Profane	Severe	Individual	microsoft/mdeberta-v3-base
397249	None	Little to None	None	microsoft/mdeberta-v3-base
582244	None	Little to None	None	microsoft/mdeberta-v3-base
870090	None	Little to None	None	microsoft/mdeberta-v3-base
462030	None	Little to None	Organization	microsoft/mdeberta-v3-base
446338	None	Little to None	None	microsoft/mdeberta-v3-base
61162	None	Little to None	None	microsoft/mdeberta-v3-base
807176	None	Little to None	None	microsoft/mdeberta-v3-base
864604	Abusive	Little to None	None	microsoft/mdeberta-v3-base
709055	None	Little to None	None	microsoft/mdeberta-v3-base
581292	None	Little to None	None	microsoft/mdeberta-v3-base
563959	None	Little to None	None	microsoft/mdeberta-v3-base
727426	None	Little to None	None	microsoft/mdeberta-v3-base
561351	None	Little to None	None	microsoft/mdeberta-v3-base
916629	Profane	Severe	Organization	microsoft/mdeberta-v3-base
242659	None	Little to None	None	microsoft/mdeberta-v3-base
711936	None	Little to None	None	microsoft/mdeberta-v3-base
398564	Abusive	Little to None	None	microsoft/mdeberta-v3-base
638288	None	Little to None	None	microsoft/mdeberta-v3-base
571045	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
396357	None	Little to None	None	microsoft/mdeberta-v3-base
657340	None	Little to None	None	microsoft/mdeberta-v3-base
131821	Religious Hate	Little to None	None	microsoft/mdeberta-v3-base
881260	None	Little to None	None	microsoft/mdeberta-v3-base
87349	None	Little to None	None	microsoft/mdeberta-v3-base
232700	None	Little to None	None	microsoft/mdeberta-v3-base
22307	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
352983	Political Hate	Mild	Individual	microsoft/mdeberta-v3-base
389506	Profane	Severe	Individual	microsoft/mdeberta-v3-base
335493	None	Little to None	None	microsoft/mdeberta-v3-base
739982	Profane	Severe	Society	microsoft/mdeberta-v3-base
328094	Political Hate	Little to None	Organization	microsoft/mdeberta-v3-base
528740	None	Little to None	None	microsoft/mdeberta-v3-base
808137	None	Little to None	None	microsoft/mdeberta-v3-base
554827	Political Hate	Severe	Individual	microsoft/mdeberta-v3-base
858794	Profane	Little to None	None	microsoft/mdeberta-v3-base
633224	Abusive	Mild	Organization	microsoft/mdeberta-v3-base
780101	None	Little to None	None	microsoft/mdeberta-v3-base
602479	Profane	Severe	Individual	microsoft/mdeberta-v3-base
540580	None	Little to None	None	microsoft/mdeberta-v3-base
778356	None	Little to None	None	microsoft/mdeberta-v3-base
43268	None	Little to None	None	microsoft/mdeberta-v3-base
262437	None	Little to None	None	microsoft/mdeberta-v3-base
71353	Political Hate	Little to None	Organization	microsoft/mdeberta-v3-base
730463	None	Little to None	None	microsoft/mdeberta-v3-base
653820	None	Little to None	None	microsoft/mdeberta-v3-base
335542	None	Little to None	None	microsoft/mdeberta-v3-base
826227	Abusive	Little to None	None	microsoft/mdeberta-v3-base
443806	Political Hate	Little to None	None	microsoft/mdeberta-v3-base
769421	Religious Hate	Mild	Community	microsoft/mdeberta-v3-base
685630	None	Little to None	None	microsoft/mdeberta-v3-base
590194	None	Little to None	None	microsoft/mdeberta-v3-base
466683	None	Little to None	None	microsoft/mdeberta-v3-base
280790	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
860057	None	Little to None	None	microsoft/mdeberta-v3-base
871168	Abusive	Severe	Individual	microsoft/mdeberta-v3-base
141496	Profane	Severe	Society	microsoft/mdeberta-v3-base
3736	Abusive	Little to None	None	microsoft/mdeberta-v3-base
288686	Abusive	Little to None	None	microsoft/mdeberta-v3-base
267813	None	Little to None	None	microsoft/mdeberta-v3-base
832012	Abusive	Little to None	Society	microsoft/mdeberta-v3-base
32904	None	Little to None	None	microsoft/mdeberta-v3-base
268117	None	Little to None	None	microsoft/mdeberta-v3-base
776783	None	Little to None	None	microsoft/mdeberta-v3-base
850339	None	Little to None	None	microsoft/mdeberta-v3-base
223593	Political Hate	Little to None	None	microsoft/mdeberta-v3-base
387123	Religious Hate	Severe	Society	microsoft/mdeberta-v3-base
939377	None	Little to None	None	microsoft/mdeberta-v3-base
484079	None	Little to None	None	microsoft/mdeberta-v3-base
897137	Profane	Severe	Individual	microsoft/mdeberta-v3-base
655003	None	Little to None	None	microsoft/mdeberta-v3-base
585973	None	Little to None	None	microsoft/mdeberta-v3-base
29600	Abusive	Mild	Society	microsoft/mdeberta-v3-base
830036	None	Little to None	None	microsoft/mdeberta-v3-base
565839	Abusive	Little to None	Organization	microsoft/mdeberta-v3-base
359406	None	Little to None	None	microsoft/mdeberta-v3-base
308062	None	Little to None	None	microsoft/mdeberta-v3-base
594507	None	Little to None	None	microsoft/mdeberta-v3-base
34433	None	Little to None	None	microsoft/mdeberta-v3-base
43262	None	Little to None	None	microsoft/mdeberta-v3-base
145863	None	Little to None	None	microsoft/mdeberta-v3-base
592053	None	Little to None	Individual	microsoft/mdeberta-v3-base
235746	Abusive	Severe	Individual	microsoft/mdeberta-v3-base
893409	Abusive	Little to None	Individual	microsoft/mdeberta-v3-base
939031	None	Little to None	None	microsoft/mdeberta-v3-base
647343	None	Little to None	None	microsoft/mdeberta-v3-base
868309	Abusive	Severe	Individual	microsoft/mdeberta-v3-base
81611	None	Little to None	None	microsoft/mdeberta-v3-base
693429	Abusive	Mild	Individual	microsoft/mdeberta-v3-base
546533	Political Hate	Little to None	None	microsoft/mdeberta-v3-base
804580	None	Little to None	None	microsoft/mdeberta-v3-base
774663	None	Little to None	None	microsoft/mdeberta-v3-base
442687	Political Hate	Little to None	Society	microsoft/mdeberta-v3-base
22333	Profane	Severe	Individual	microsoft/mdeberta-v3-base
883311	Abusive	Mild	Organization	microsoft/mdeberta-v3-base
68897	Political Hate	Severe	Organization	microsoft/mdeberta-v3-base
716697	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
366472	None	Little to None	None	microsoft/mdeberta-v3-base
112632	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
759580	Abusive	Little to None	Individual	microsoft/mdeberta-v3-base
68501	None	Little to None	None	microsoft/mdeberta-v3-base
570238	Abusive	Little to None	None	microsoft/mdeberta-v3-base
833247	None	Little to None	None	microsoft/mdeberta-v3-base
742235	None	Little to None	None	microsoft/mdeberta-v3-base
160687	Abusive	Mild	Individual	microsoft/mdeberta-v3-base
854753	None	Little to None	None	microsoft/mdeberta-v3-base
256250	Abusive	Mild	Individual	microsoft/mdeberta-v3-base
801382	None	Little to None	None	microsoft/mdeberta-v3-base
358092	None	Little to None	None	microsoft/mdeberta-v3-base
593155	None	Little to None	None	microsoft/mdeberta-v3-base
72962	None	Little to None	None	microsoft/mdeberta-v3-base
472051	None	Little to None	None	microsoft/mdeberta-v3-base
736544	None	Little to None	None	microsoft/mdeberta-v3-base
26584	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
14123	None	Little to None	None	microsoft/mdeberta-v3-base
422940	None	Little to None	None	microsoft/mdeberta-v3-base
530930	None	Little to None	None	microsoft/mdeberta-v3-base
643961	None	Little to None	None	microsoft/mdeberta-v3-base
725166	Political Hate	Mild	Society	microsoft/mdeberta-v3-base
183565	None	Little to None	None	microsoft/mdeberta-v3-base
592528	Abusive	Mild	None	microsoft/mdeberta-v3-base
332661	None	Little to None	None	microsoft/mdeberta-v3-base
893187	None	Little to None	None	microsoft/mdeberta-v3-base
574249	None	Little to None	None	microsoft/mdeberta-v3-base
702233	None	Little to None	None	microsoft/mdeberta-v3-base
332441	Abusive	Mild	Individual	microsoft/mdeberta-v3-base
120948	None	Little to None	None	microsoft/mdeberta-v3-base
303017	None	Little to None	None	microsoft/mdeberta-v3-base
6209	None	Little to None	None	microsoft/mdeberta-v3-base
239068	Abusive	Little to None	None	microsoft/mdeberta-v3-base
17716	None	Little to None	None	microsoft/mdeberta-v3-base
358382	Political Hate	Little to None	None	microsoft/mdeberta-v3-base
528149	Abusive	Mild	Individual	microsoft/mdeberta-v3-base
154954	None	Little to None	None	microsoft/mdeberta-v3-base
237442	Political Hate	Little to None	Organization	microsoft/mdeberta-v3-base
385586	None	Little to None	None	microsoft/mdeberta-v3-base
872714	None	Little to None	None	microsoft/mdeberta-v3-base
173242	None	Little to None	None	microsoft/mdeberta-v3-base
357390	Religious Hate	Little to None	None	microsoft/mdeberta-v3-base
399716	Abusive	Mild	Society	microsoft/mdeberta-v3-base
562599	Political Hate	Little to None	Organization	microsoft/mdeberta-v3-base
353085	None	Little to None	None	microsoft/mdeberta-v3-base
732405	None	Little to None	None	microsoft/mdeberta-v3-base
42984	None	Little to None	None	microsoft/mdeberta-v3-base
327956	None	Little to None	None	microsoft/mdeberta-v3-base
638917	Profane	Severe	Community	microsoft/mdeberta-v3-base
93540	None	Little to None	None	microsoft/mdeberta-v3-base
787421	None	Little to None	None	microsoft/mdeberta-v3-base
504895	None	Little to None	None	microsoft/mdeberta-v3-base
291320	Abusive	Severe	Community	microsoft/mdeberta-v3-base
406332	Abusive	Little to None	Individual	microsoft/mdeberta-v3-base
764894	None	Little to None	None	microsoft/mdeberta-v3-base
670548	None	Little to None	None	microsoft/mdeberta-v3-base
817559	Abusive	Little to None	None	microsoft/mdeberta-v3-base
256795	None	Little to None	None	microsoft/mdeberta-v3-base
152630	None	Little to None	None	microsoft/mdeberta-v3-base
17630	None	Little to None	None	microsoft/mdeberta-v3-base
567139	Abusive	Little to None	None	microsoft/mdeberta-v3-base
563824	None	Little to None	None	microsoft/mdeberta-v3-base
139630	Political Hate	Little to None	Organization	microsoft/mdeberta-v3-base
322733	Abusive	Little to None	Individual	microsoft/mdeberta-v3-base
524979	Abusive	Severe	Community	microsoft/mdeberta-v3-base
52851	None	Little to None	None	microsoft/mdeberta-v3-base
449962	None	Little to None	None	microsoft/mdeberta-v3-base
521733	None	Little to None	None	microsoft/mdeberta-v3-base
820909	None	Little to None	None	microsoft/mdeberta-v3-base
776132	None	Little to None	None	microsoft/mdeberta-v3-base
208816	Abusive	Mild	Community	microsoft/mdeberta-v3-base
168294	Profane	Severe	Individual	microsoft/mdeberta-v3-base
186490	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
34763	None	Little to None	None	microsoft/mdeberta-v3-base
890503	Political Hate	Little to None	Organization	microsoft/mdeberta-v3-base
730297	None	Little to None	None	microsoft/mdeberta-v3-base
267275	None	Little to None	None	microsoft/mdeberta-v3-base
875303	None	Little to None	None	microsoft/mdeberta-v3-base
410510	Religious Hate	Little to None	None	microsoft/mdeberta-v3-base
198288	None	Little to None	None	microsoft/mdeberta-v3-base
878523	Political Hate	Little to None	None	microsoft/mdeberta-v3-base
804090	None	Little to None	None	microsoft/mdeberta-v3-base
876050	None	Little to None	None	microsoft/mdeberta-v3-base
538825	None	Little to None	None	microsoft/mdeberta-v3-base
439504	Abusive	Severe	Individual	microsoft/mdeberta-v3-base
98661	None	Little to None	None	microsoft/mdeberta-v3-base
50223	None	Little to None	None	microsoft/mdeberta-v3-base
882392	None	Little to None	None	microsoft/mdeberta-v3-base
31474	None	Little to None	None	microsoft/mdeberta-v3-base
752145	None	Little to None	None	microsoft/mdeberta-v3-base
864075	None	Little to None	None	microsoft/mdeberta-v3-base
459116	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
498640	None	Little to None	None	microsoft/mdeberta-v3-base
802864	None	Little to None	None	microsoft/mdeberta-v3-base
295472	None	Little to None	None	microsoft/mdeberta-v3-base
934066	None	Little to None	None	microsoft/mdeberta-v3-base
902880	None	Little to None	None	microsoft/mdeberta-v3-base
111465	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
933484	Profane	Severe	Individual	microsoft/mdeberta-v3-base
667357	Abusive	Little to None	Individual	microsoft/mdeberta-v3-base
81463	None	Little to None	None	microsoft/mdeberta-v3-base
649992	None	Little to None	None	microsoft/mdeberta-v3-base
60065	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
328916	Abusive	Little to None	None	microsoft/mdeberta-v3-base
304492	None	Little to None	None	microsoft/mdeberta-v3-base
385489	None	Little to None	None	microsoft/mdeberta-v3-base
683209	Profane	Severe	Organization	microsoft/mdeberta-v3-base
67622	None	Little to None	None	microsoft/mdeberta-v3-base
507528	Profane	Severe	Individual	microsoft/mdeberta-v3-base
460125	None	Little to None	None	microsoft/mdeberta-v3-base
285627	None	Little to None	None	microsoft/mdeberta-v3-base
309055	None	Little to None	None	microsoft/mdeberta-v3-base
702822	Profane	Severe	Individual	microsoft/mdeberta-v3-base
714655	None	Little to None	None	microsoft/mdeberta-v3-base
265922	None	Little to None	None	microsoft/mdeberta-v3-base
485097	None	Little to None	None	microsoft/mdeberta-v3-base
270514	None	Little to None	None	microsoft/mdeberta-v3-base
87760	None	Little to None	None	microsoft/mdeberta-v3-base
169601	None	Little to None	None	microsoft/mdeberta-v3-base
798353	None	Little to None	None	microsoft/mdeberta-v3-base
100120	Political Hate	Little to None	None	microsoft/mdeberta-v3-base
441410	Abusive	Severe	Individual	microsoft/mdeberta-v3-base
592756	Abusive	Little to None	Organization	microsoft/mdeberta-v3-base
90373	None	Little to None	None	microsoft/mdeberta-v3-base
664668	Political Hate	Little to None	None	microsoft/mdeberta-v3-base
122017	None	Little to None	None	microsoft/mdeberta-v3-base
544288	Political Hate	Little to None	Organization	microsoft/mdeberta-v3-base
499935	None	Little to None	None	microsoft/mdeberta-v3-base
192544	None	Little to None	None	microsoft/mdeberta-v3-base
173116	Abusive	Mild	Individual	microsoft/mdeberta-v3-base
704684	Abusive	Little to None	None	microsoft/mdeberta-v3-base
845711	None	Little to None	None	microsoft/mdeberta-v3-base
880642	None	Little to None	None	microsoft/mdeberta-v3-base
335733	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
819142	None	Little to None	None	microsoft/mdeberta-v3-base
123199	None	Little to None	None	microsoft/mdeberta-v3-base
216638	None	Little to None	None	microsoft/mdeberta-v3-base
215582	Political Hate	Little to None	None	microsoft/mdeberta-v3-base
553211	None	Little to None	None	microsoft/mdeberta-v3-base
826034	None	Little to None	None	microsoft/mdeberta-v3-base
918589	None	Little to None	None	microsoft/mdeberta-v3-base
547320	None	Little to None	None	microsoft/mdeberta-v3-base
266882	None	Little to None	None	microsoft/mdeberta-v3-base
750993	None	Little to None	None	microsoft/mdeberta-v3-base
653654	None	Little to None	None	microsoft/mdeberta-v3-base
890678	None	Little to None	None	microsoft/mdeberta-v3-base
381394	Religious Hate	Little to None	None	microsoft/mdeberta-v3-base
356587	None	Little to None	None	microsoft/mdeberta-v3-base
590822	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
166688	Abusive	Mild	Organization	microsoft/mdeberta-v3-base
230635	Abusive	Little to None	Individual	microsoft/mdeberta-v3-base
55098	None	Little to None	None	microsoft/mdeberta-v3-base
617669	Profane	Severe	Individual	microsoft/mdeberta-v3-base
180620	None	Little to None	None	microsoft/mdeberta-v3-base
187898	Abusive	Little to None	None	microsoft/mdeberta-v3-base
371940	Religious Hate	Severe	Society	microsoft/mdeberta-v3-base
181651	None	Little to None	None	microsoft/mdeberta-v3-base
147825	None	Little to None	None	microsoft/mdeberta-v3-base
438932	None	Little to None	None	microsoft/mdeberta-v3-base
63001	Religious Hate	Mild	Community	microsoft/mdeberta-v3-base
329086	None	Little to None	None	microsoft/mdeberta-v3-base
301069	None	Little to None	None	microsoft/mdeberta-v3-base
347294	None	Little to None	None	microsoft/mdeberta-v3-base
461037	Abusive	Little to None	None	microsoft/mdeberta-v3-base
170607	Abusive	Little to None	None	microsoft/mdeberta-v3-base
499607	None	Little to None	None	microsoft/mdeberta-v3-base
710744	Abusive	Severe	Individual	microsoft/mdeberta-v3-base
240005	None	Little to None	None	microsoft/mdeberta-v3-base
424128	None	Little to None	None	microsoft/mdeberta-v3-base
779357	Political Hate	Little to None	None	microsoft/mdeberta-v3-base
845111	None	Little to None	None	microsoft/mdeberta-v3-base
676339	Abusive	Little to None	Individual	microsoft/mdeberta-v3-base
290884	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
909302	None	Little to None	None	microsoft/mdeberta-v3-base
357977	None	Little to None	None	microsoft/mdeberta-v3-base
134372	None	Little to None	None	microsoft/mdeberta-v3-base
659032	None	Little to None	None	microsoft/mdeberta-v3-base
545917	Profane	Severe	Individual	microsoft/mdeberta-v3-base
95904	None	Little to None	None	microsoft/mdeberta-v3-base
627730	None	Little to None	None	microsoft/mdeberta-v3-base
560795	Abusive	Mild	Society	microsoft/mdeberta-v3-base
379566	None	Little to None	None	microsoft/mdeberta-v3-base
142362	Abusive	Little to None	None	microsoft/mdeberta-v3-base
582295	Political Hate	Mild	Individual	microsoft/mdeberta-v3-base
214358	None	Little to None	None	microsoft/mdeberta-v3-base
773834	None	Little to None	None	microsoft/mdeberta-v3-base
378204	None	Little to None	None	microsoft/mdeberta-v3-base
2503	Abusive	Severe	Community	microsoft/mdeberta-v3-base
66287	Profane	Little to None	Individual	microsoft/mdeberta-v3-base
497947	None	Little to None	None	microsoft/mdeberta-v3-base
821205	None	Little to None	None	microsoft/mdeberta-v3-base
704887	None	Little to None	None	microsoft/mdeberta-v3-base
142605	None	Little to None	None	microsoft/mdeberta-v3-base
793597	Profane	Severe	Community	microsoft/mdeberta-v3-base
244475	Political Hate	Mild	Individual	microsoft/mdeberta-v3-base
732424	None	Little to None	None	microsoft/mdeberta-v3-base
669456	Political Hate	Little to None	Organization	microsoft/mdeberta-v3-base
786746	Religious Hate	Severe	Individual	microsoft/mdeberta-v3-base
260582	Political Hate	Little to None	None	microsoft/mdeberta-v3-base
669509	Abusive	Little to None	None	microsoft/mdeberta-v3-base
519827	Abusive	Mild	Individual	microsoft/mdeberta-v3-base
204443	Religious Hate	Mild	Community	microsoft/mdeberta-v3-base
583890	None	Little to None	None	microsoft/mdeberta-v3-base
637584	None	Little to None	None	microsoft/mdeberta-v3-base
24646	None	Little to None	None	microsoft/mdeberta-v3-base
280857	Profane	Severe	Individual	microsoft/mdeberta-v3-base
446535	None	Little to None	None	microsoft/mdeberta-v3-base
687543	None	Little to None	None	microsoft/mdeberta-v3-base
237066	None	Little to None	Organization	microsoft/mdeberta-v3-base
912999	None	Little to None	None	microsoft/mdeberta-v3-base
194057	Political Hate	Little to None	Organization	microsoft/mdeberta-v3-base
146810	None	Little to None	None	microsoft/mdeberta-v3-base
442009	Abusive	Little to None	None	microsoft/mdeberta-v3-base
350875	None	Little to None	None	microsoft/mdeberta-v3-base
721365	None	Little to None	None	microsoft/mdeberta-v3-base
798776	Abusive	Little to None	Society	microsoft/mdeberta-v3-base
752086	None	Little to None	None	microsoft/mdeberta-v3-base
203	None	Little to None	None	microsoft/mdeberta-v3-base
798871	None	Little to None	None	microsoft/mdeberta-v3-base
903406	None	Little to None	None	microsoft/mdeberta-v3-base
447678	None	Little to None	None	microsoft/mdeberta-v3-base
782699	None	Little to None	None	microsoft/mdeberta-v3-base
188831	Abusive	Little to None	None	microsoft/mdeberta-v3-base
653198	None	Little to None	None	microsoft/mdeberta-v3-base
439858	None	Little to None	Society	microsoft/mdeberta-v3-base
869461	None	Little to None	None	microsoft/mdeberta-v3-base
389095	None	Little to None	None	microsoft/mdeberta-v3-base
378732	None	Little to None	None	microsoft/mdeberta-v3-base
906177	None	Little to None	None	microsoft/mdeberta-v3-base
309517	Profane	Little to None	Individual	microsoft/mdeberta-v3-base
356240	None	Little to None	None	microsoft/mdeberta-v3-base
612238	Political Hate	Little to None	Organization	microsoft/mdeberta-v3-base
404551	Profane	Severe	Community	microsoft/mdeberta-v3-base
417818	None	Little to None	None	microsoft/mdeberta-v3-base
626581	None	Little to None	None	microsoft/mdeberta-v3-base
839516	Abusive	Little to None	Organization	microsoft/mdeberta-v3-base
794748	None	Little to None	None	microsoft/mdeberta-v3-base
849980	None	Little to None	None	microsoft/mdeberta-v3-base
721487	None	Little to None	None	microsoft/mdeberta-v3-base
625949	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
593733	None	Little to None	None	microsoft/mdeberta-v3-base
853345	None	Little to None	None	microsoft/mdeberta-v3-base
434994	Political Hate	Little to None	Society	microsoft/mdeberta-v3-base
439183	None	Little to None	None	microsoft/mdeberta-v3-base
688066	None	Little to None	None	microsoft/mdeberta-v3-base
343290	None	Little to None	None	microsoft/mdeberta-v3-base
529720	Abusive	Little to None	None	microsoft/mdeberta-v3-base
8435	None	Little to None	None	microsoft/mdeberta-v3-base
625145	None	Little to None	None	microsoft/mdeberta-v3-base
523883	Abusive	Little to None	None	microsoft/mdeberta-v3-base
871055	None	Little to None	None	microsoft/mdeberta-v3-base
1467	None	Little to None	None	microsoft/mdeberta-v3-base
414730	None	Little to None	Individual	microsoft/mdeberta-v3-base
23986	Political Hate	Mild	Society	microsoft/mdeberta-v3-base
604006	Abusive	Little to None	Individual	microsoft/mdeberta-v3-base
35914	None	Little to None	None	microsoft/mdeberta-v3-base
921548	None	Little to None	None	microsoft/mdeberta-v3-base
600422	None	Little to None	None	microsoft/mdeberta-v3-base
820850	None	Little to None	None	microsoft/mdeberta-v3-base
172221	None	Little to None	None	microsoft/mdeberta-v3-base
151782	None	Little to None	None	microsoft/mdeberta-v3-base
729740	None	Little to None	None	microsoft/mdeberta-v3-base
795158	Abusive	Mild	Individual	microsoft/mdeberta-v3-base
89095	None	Little to None	None	microsoft/mdeberta-v3-base
871021	None	Little to None	None	microsoft/mdeberta-v3-base
410433	None	Little to None	None	microsoft/mdeberta-v3-base
259966	None	Little to None	None	microsoft/mdeberta-v3-base
622086	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
757437	None	Little to None	Society	microsoft/mdeberta-v3-base
834041	None	Little to None	None	microsoft/mdeberta-v3-base
614182	None	Little to None	Society	microsoft/mdeberta-v3-base
213978	Abusive	Mild	Individual	microsoft/mdeberta-v3-base
177775	None	Little to None	None	microsoft/mdeberta-v3-base
175096	None	Little to None	None	microsoft/mdeberta-v3-base
924491	None	Little to None	None	microsoft/mdeberta-v3-base
74708	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
145454	None	Little to None	None	microsoft/mdeberta-v3-base
122063	None	Little to None	None	microsoft/mdeberta-v3-base
523490	None	Little to None	None	microsoft/mdeberta-v3-base
567534	None	Little to None	None	microsoft/mdeberta-v3-base
3766	None	Little to None	None	microsoft/mdeberta-v3-base
898495	None	Little to None	None	microsoft/mdeberta-v3-base
215674	None	Little to None	None	microsoft/mdeberta-v3-base
12410	Religious Hate	Mild	Community	microsoft/mdeberta-v3-base
710245	None	Little to None	None	microsoft/mdeberta-v3-base
10063	None	Little to None	None	microsoft/mdeberta-v3-base
540310	None	Little to None	None	microsoft/mdeberta-v3-base
412055	None	Little to None	None	microsoft/mdeberta-v3-base
151874	None	Little to None	None	microsoft/mdeberta-v3-base
773973	None	Little to None	None	microsoft/mdeberta-v3-base
258469	Abusive	Little to None	Organization	microsoft/mdeberta-v3-base
336614	None	Little to None	None	microsoft/mdeberta-v3-base
881812	Abusive	Mild	None	microsoft/mdeberta-v3-base
183470	Political Hate	Mild	Organization	microsoft/mdeberta-v3-base
703445	None	Little to None	Individual	microsoft/mdeberta-v3-base
577195	None	Little to None	None	microsoft/mdeberta-v3-base
