id	hate_type	hate_severity	to_whom	model
419189	Abusive	Mild	Society	xlm-roberta-base
367074	Abusive	Mild	Society	xlm-roberta-base
904401	None	Little to None	None	xlm-roberta-base
885491	Profane	Severe	Community	xlm-roberta-base
399277	None	Little to None	None	xlm-roberta-base
335110	Abusive	Mild	Individual	xlm-roberta-base
727424	None	Little to None	None	xlm-roberta-base
886894	None	Little to None	None	xlm-roberta-base
67349	Political Hate	Mild	Organization	xlm-roberta-base
397383	None	Little to None	None	xlm-roberta-base
557190	None	Little to None	None	xlm-roberta-base
646473	Profane	Severe	Community	xlm-roberta-base
723824	None	Little to None	None	xlm-roberta-base
591417	None	Little to None	None	xlm-roberta-base
336787	Profane	Severe	Individual	xlm-roberta-base
222633	Abusive	Mild	Community	xlm-roberta-base
389169	Religious Hate	Mild	Community	xlm-roberta-base
536990	Profane	Severe	Individual	xlm-roberta-base
464931	None	Little to None	None	xlm-roberta-base
271738	Abusive	Little to None	None	xlm-roberta-base
250102	Political Hate	Mild	Organization	xlm-roberta-base
81993	Political Hate	Little to None	None	xlm-roberta-base
712190	None	Little to None	None	xlm-roberta-base
11416	None	Little to None	None	xlm-roberta-base
821017	Religious Hate	Severe	Community	xlm-roberta-base
81196	None	Little to None	None	xlm-roberta-base
310154	None	Little to None	None	xlm-roberta-base
679181	Political Hate	Mild	Community	xlm-roberta-base
180647	None	Little to None	None	xlm-roberta-base
51949	Profane	Severe	Community	xlm-roberta-base
822701	Abusive	Severe	Community	xlm-roberta-base
912407	Profane	Severe	Community	xlm-roberta-base
893154	None	Little to None	None	xlm-roberta-base
501987	None	Little to None	None	xlm-roberta-base
600447	Abusive	Mild	Society	xlm-roberta-base
98057	Political Hate	Little to None	Organization	xlm-roberta-base
250188	Political Hate	Little to None	None	xlm-roberta-base
828949	None	Little to None	None	xlm-roberta-base
485208	None	Little to None	None	xlm-roberta-base
663570	None	Little to None	None	xlm-roberta-base
829683	None	Little to None	None	xlm-roberta-base
635887	None	Little to None	None	xlm-roberta-base
347313	None	Little to None	None	xlm-roberta-base
871351	Political Hate	Mild	Organization	xlm-roberta-base
41186	None	Little to None	None	xlm-roberta-base
209087	None	Little to None	None	xlm-roberta-base
609508	Political Hate	Mild	Organization	xlm-roberta-base
93819	None	Little to None	None	xlm-roberta-base
906773	None	Little to None	None	xlm-roberta-base
164314	None	Little to None	None	xlm-roberta-base
922627	None	Little to None	None	xlm-roberta-base
580295	None	Little to None	None	xlm-roberta-base
320403	None	Little to None	None	xlm-roberta-base
131965	None	Little to None	None	xlm-roberta-base
790489	Abusive	Mild	Society	xlm-roberta-base
258586	None	Little to None	None	xlm-roberta-base
149958	Political Hate	Mild	Society	xlm-roberta-base
524231	None	Little to None	None	xlm-roberta-base
877558	Profane	Severe	Community	xlm-roberta-base
728208	None	Little to None	None	xlm-roberta-base
421836	Abusive	Mild	Organization	xlm-roberta-base
80075	None	Little to None	None	xlm-roberta-base
517299	None	Little to None	None	xlm-roberta-base
129667	Abusive	Mild	Organization	xlm-roberta-base
834853	None	Little to None	None	xlm-roberta-base
512238	Abusive	Mild	Individual	xlm-roberta-base
154916	None	Little to None	None	xlm-roberta-base
750522	None	Little to None	None	xlm-roberta-base
468203	None	Little to None	None	xlm-roberta-base
427803	None	Little to None	None	xlm-roberta-base
146156	None	Little to None	None	xlm-roberta-base
333979	None	Little to None	None	xlm-roberta-base
478605	None	Little to None	None	xlm-roberta-base
695510	Abusive	Mild	Community	xlm-roberta-base
595492	None	Little to None	None	xlm-roberta-base
73581	None	Little to None	None	xlm-roberta-base
446110	None	Little to None	None	xlm-roberta-base
73708	None	Little to None	None	xlm-roberta-base
309066	Abusive	Mild	Society	xlm-roberta-base
464922	None	Little to None	None	xlm-roberta-base
335323	None	Little to None	None	xlm-roberta-base
894940	None	Little to None	None	xlm-roberta-base
760055	Abusive	Little to None	Society	xlm-roberta-base
300274	Profane	Severe	Organization	xlm-roberta-base
744701	None	Little to None	None	xlm-roberta-base
145343	Religious Hate	Little to None	None	xlm-roberta-base
386458	None	Little to None	None	xlm-roberta-base
245102	Abusive	Mild	Community	xlm-roberta-base
331635	None	Little to None	None	xlm-roberta-base
603164	Political Hate	Mild	Individual	xlm-roberta-base
832827	Political Hate	Little to None	None	xlm-roberta-base
617494	Abusive	Little to None	Organization	xlm-roberta-base
459408	None	Little to None	None	xlm-roberta-base
758944	Abusive	Mild	Community	xlm-roberta-base
435141	Political Hate	Mild	Society	xlm-roberta-base
894471	None	Little to None	None	xlm-roberta-base
879749	None	Little to None	None	xlm-roberta-base
100340	None	Little to None	None	xlm-roberta-base
157977	None	Little to None	None	xlm-roberta-base
100523	None	Little to None	None	xlm-roberta-base
19240	None	Little to None	None	xlm-roberta-base
609427	None	Little to None	None	xlm-roberta-base
698537	None	Little to None	None	xlm-roberta-base
639002	None	Little to None	None	xlm-roberta-base
169203	Abusive	Little to None	Society	xlm-roberta-base
827808	Abusive	Mild	Organization	xlm-roberta-base
707068	None	Little to None	None	xlm-roberta-base
227085	Political Hate	Mild	Organization	xlm-roberta-base
567057	Abusive	Little to None	None	xlm-roberta-base
244933	Profane	Severe	Organization	xlm-roberta-base
73391	Profane	Severe	Individual	xlm-roberta-base
469472	Abusive	Severe	Community	xlm-roberta-base
101243	Abusive	Severe	Community	xlm-roberta-base
443447	None	Little to None	None	xlm-roberta-base
223631	None	Little to None	None	xlm-roberta-base
60877	None	Little to None	None	xlm-roberta-base
627019	None	Little to None	None	xlm-roberta-base
41524	None	Little to None	None	xlm-roberta-base
510107	Profane	Severe	Individual	xlm-roberta-base
48829	Abusive	Little to None	None	xlm-roberta-base
631587	None	Little to None	None	xlm-roberta-base
273738	Political Hate	Mild	Organization	xlm-roberta-base
412411	Political Hate	Mild	Organization	xlm-roberta-base
95413	Political Hate	Little to None	Organization	xlm-roberta-base
778490	None	Little to None	None	xlm-roberta-base
511909	Abusive	Little to None	Individual	xlm-roberta-base
753789	Political Hate	Little to None	Society	xlm-roberta-base
365059	Abusive	Severe	Individual	xlm-roberta-base
837143	None	Little to None	None	xlm-roberta-base
496482	Political Hate	Mild	Organization	xlm-roberta-base
903692	None	Little to None	None	xlm-roberta-base
452308	Abusive	Little to None	Community	xlm-roberta-base
604597	Religious Hate	Severe	Community	xlm-roberta-base
516479	None	Little to None	None	xlm-roberta-base
884813	None	Little to None	None	xlm-roberta-base
316375	Abusive	Little to None	None	xlm-roberta-base
128273	None	Little to None	None	xlm-roberta-base
932106	None	Little to None	None	xlm-roberta-base
338346	Abusive	Mild	None	xlm-roberta-base
781358	None	Little to None	None	xlm-roberta-base
245253	None	Little to None	None	xlm-roberta-base
440543	Abusive	Mild	Individual	xlm-roberta-base
69508	None	Little to None	None	xlm-roberta-base
46748	Abusive	Mild	Individual	xlm-roberta-base
77622	None	Little to None	None	xlm-roberta-base
772309	None	Little to None	None	xlm-roberta-base
758729	None	Little to None	None	xlm-roberta-base
291623	Profane	Severe	Individual	xlm-roberta-base
79228	Profane	Severe	Community	xlm-roberta-base
672177	None	Little to None	None	xlm-roberta-base
123280	Political Hate	Mild	Individual	xlm-roberta-base
246668	None	Little to None	None	xlm-roberta-base
540577	None	Little to None	None	xlm-roberta-base
678402	Abusive	Mild	Society	xlm-roberta-base
627222	None	Little to None	None	xlm-roberta-base
349744	None	Little to None	None	xlm-roberta-base
892828	Abusive	Severe	Individual	xlm-roberta-base
790220	None	Little to None	None	xlm-roberta-base
489069	Abusive	Mild	Individual	xlm-roberta-base
576472	Abusive	Mild	Organization	xlm-roberta-base
362619	Political Hate	Mild	Society	xlm-roberta-base
888632	None	Little to None	None	xlm-roberta-base
157427	None	Little to None	None	xlm-roberta-base
88274	Profane	Severe	Organization	xlm-roberta-base
654296	None	Little to None	None	xlm-roberta-base
546871	None	Little to None	None	xlm-roberta-base
714366	None	Little to None	None	xlm-roberta-base
124924	None	Little to None	None	xlm-roberta-base
140611	None	Little to None	None	xlm-roberta-base
119558	None	Little to None	None	xlm-roberta-base
603201	None	Little to None	None	xlm-roberta-base
356978	Abusive	Little to None	None	xlm-roberta-base
737157	Abusive	Mild	Community	xlm-roberta-base
717086	None	Little to None	None	xlm-roberta-base
878114	None	Little to None	None	xlm-roberta-base
438274	None	Little to None	None	xlm-roberta-base
332470	Profane	Severe	Individual	xlm-roberta-base
277190	Abusive	Little to None	None	xlm-roberta-base
233769	Abusive	Mild	Individual	xlm-roberta-base
928377	Abusive	Mild	Individual	xlm-roberta-base
254669	Political Hate	Little to None	None	xlm-roberta-base
175420	None	Little to None	None	xlm-roberta-base
269571	None	Little to None	None	xlm-roberta-base
142080	Political Hate	Mild	Organization	xlm-roberta-base
517120	None	Little to None	None	xlm-roberta-base
692974	Profane	Severe	Society	xlm-roberta-base
209866	Political Hate	Mild	Organization	xlm-roberta-base
845841	Abusive	Little to None	Individual	xlm-roberta-base
205879	Abusive	Mild	Community	xlm-roberta-base
369385	Political Hate	Mild	Organization	xlm-roberta-base
764706	None	Little to None	None	xlm-roberta-base
504039	None	Little to None	None	xlm-roberta-base
878750	None	Little to None	None	xlm-roberta-base
671380	None	Little to None	None	xlm-roberta-base
694236	Abusive	Mild	Individual	xlm-roberta-base
565463	Profane	Severe	Community	xlm-roberta-base
544801	None	Little to None	None	xlm-roberta-base
307571	Abusive	Mild	Organization	xlm-roberta-base
557408	None	Little to None	None	xlm-roberta-base
931038	None	Little to None	None	xlm-roberta-base
795336	None	Little to None	None	xlm-roberta-base
743568	None	Little to None	None	xlm-roberta-base
281059	Profane	Severe	Organization	xlm-roberta-base
241218	Abusive	Mild	Organization	xlm-roberta-base
493143	Abusive	Mild	Organization	xlm-roberta-base
4211	Abusive	Mild	Individual	xlm-roberta-base
466053	None	Little to None	None	xlm-roberta-base
559620	None	Little to None	None	xlm-roberta-base
593980	Profane	Severe	Individual	xlm-roberta-base
786474	None	Little to None	None	xlm-roberta-base
430212	Political Hate	Little to None	None	xlm-roberta-base
404662	Political Hate	Mild	Individual	xlm-roberta-base
174220	None	Little to None	None	xlm-roberta-base
807057	None	Little to None	None	xlm-roberta-base
680306	Abusive	Little to None	Society	xlm-roberta-base
235465	None	Little to None	None	xlm-roberta-base
657276	Political Hate	Severe	Individual	xlm-roberta-base
268333	None	Little to None	None	xlm-roberta-base
397874	Political Hate	Little to None	None	xlm-roberta-base
451433	None	Little to None	None	xlm-roberta-base
375904	None	Little to None	None	xlm-roberta-base
557325	None	Little to None	None	xlm-roberta-base
232414	Profane	Severe	Individual	xlm-roberta-base
9702	Political Hate	Severe	Individual	xlm-roberta-base
11159	Religious Hate	Mild	Community	xlm-roberta-base
43434	Abusive	Little to None	Individual	xlm-roberta-base
821366	Profane	Severe	Community	xlm-roberta-base
103702	Political Hate	Mild	Individual	xlm-roberta-base
782050	Abusive	Little to None	None	xlm-roberta-base
464774	None	Little to None	None	xlm-roberta-base
494862	Abusive	Mild	Community	xlm-roberta-base
257348	None	Little to None	None	xlm-roberta-base
558234	Abusive	Mild	Community	xlm-roberta-base
926892	Abusive	Mild	Organization	xlm-roberta-base
472086	Abusive	Little to None	Individual	xlm-roberta-base
71998	Political Hate	Mild	Organization	xlm-roberta-base
386085	None	Little to None	None	xlm-roberta-base
932001	Abusive	Little to None	None	xlm-roberta-base
550966	None	Little to None	None	xlm-roberta-base
217614	Political Hate	Severe	Individual	xlm-roberta-base
751613	None	Little to None	None	xlm-roberta-base
829917	Abusive	Severe	Society	xlm-roberta-base
715475	None	Little to None	None	xlm-roberta-base
195427	Abusive	Mild	Organization	xlm-roberta-base
357847	None	Little to None	None	xlm-roberta-base
344389	Abusive	Little to None	Organization	xlm-roberta-base
724484	None	Little to None	None	xlm-roberta-base
566318	None	Little to None	None	xlm-roberta-base
229920	None	Little to None	None	xlm-roberta-base
291141	Profane	Severe	Organization	xlm-roberta-base
685003	None	Little to None	None	xlm-roberta-base
823068	Profane	Severe	Individual	xlm-roberta-base
467304	None	Little to None	None	xlm-roberta-base
623209	Profane	Severe	Individual	xlm-roberta-base
391054	None	Little to None	None	xlm-roberta-base
408728	Political Hate	Mild	Community	xlm-roberta-base
828880	Abusive	Mild	Society	xlm-roberta-base
817214	None	Little to None	None	xlm-roberta-base
796154	None	Little to None	None	xlm-roberta-base
382892	None	Little to None	None	xlm-roberta-base
517694	None	Little to None	None	xlm-roberta-base
867699	None	Little to None	None	xlm-roberta-base
701100	Political Hate	Mild	Organization	xlm-roberta-base
243586	None	Little to None	None	xlm-roberta-base
813985	None	Little to None	None	xlm-roberta-base
278215	None	Little to None	None	xlm-roberta-base
470395	None	Little to None	None	xlm-roberta-base
708810	None	Little to None	None	xlm-roberta-base
526539	Profane	Severe	Individual	xlm-roberta-base
559111	Political Hate	Mild	Organization	xlm-roberta-base
357223	Abusive	Little to None	None	xlm-roberta-base
921429	None	Little to None	None	xlm-roberta-base
324418	Abusive	Little to None	None	xlm-roberta-base
650935	Political Hate	Mild	Community	xlm-roberta-base
38930	Abusive	Little to None	Individual	xlm-roberta-base
8971	None	Little to None	None	xlm-roberta-base
739479	Political Hate	Mild	Society	xlm-roberta-base
797851	Abusive	Severe	Individual	xlm-roberta-base
760390	Abusive	Severe	Individual	xlm-roberta-base
831693	None	Little to None	None	xlm-roberta-base
862239	None	Little to None	None	xlm-roberta-base
278473	Abusive	Little to None	None	xlm-roberta-base
641709	None	Little to None	None	xlm-roberta-base
40920	Abusive	Little to None	Community	xlm-roberta-base
452383	None	Little to None	None	xlm-roberta-base
887001	None	Little to None	None	xlm-roberta-base
807629	Political Hate	Little to None	Society	xlm-roberta-base
742470	None	Little to None	None	xlm-roberta-base
906061	None	Little to None	None	xlm-roberta-base
633257	None	Little to None	None	xlm-roberta-base
351010	None	Little to None	None	xlm-roberta-base
823876	Political Hate	Mild	Organization	xlm-roberta-base
334604	Political Hate	Mild	Society	xlm-roberta-base
445824	None	Little to None	None	xlm-roberta-base
468140	Religious Hate	Mild	Community	xlm-roberta-base
394049	Abusive	Mild	Organization	xlm-roberta-base
162757	None	Little to None	None	xlm-roberta-base
57731	None	Little to None	None	xlm-roberta-base
371906	None	Little to None	None	xlm-roberta-base
700128	None	Little to None	None	xlm-roberta-base
839768	None	Little to None	None	xlm-roberta-base
411555	None	Little to None	None	xlm-roberta-base
84795	Political Hate	Mild	Organization	xlm-roberta-base
774878	Abusive	Little to None	Community	xlm-roberta-base
505229	None	Little to None	None	xlm-roberta-base
289014	Abusive	Mild	Individual	xlm-roberta-base
694048	None	Little to None	None	xlm-roberta-base
181111	Abusive	Little to None	Individual	xlm-roberta-base
46517	Political Hate	Severe	Organization	xlm-roberta-base
97053	Profane	Severe	Individual	xlm-roberta-base
746764	None	Little to None	None	xlm-roberta-base
390622	None	Little to None	None	xlm-roberta-base
444633	None	Little to None	None	xlm-roberta-base
103602	None	Little to None	None	xlm-roberta-base
224242	Abusive	Mild	Individual	xlm-roberta-base
477505	None	Little to None	None	xlm-roberta-base
92649	None	Little to None	None	xlm-roberta-base
360414	Abusive	Mild	Organization	xlm-roberta-base
63542	Abusive	Severe	Individual	xlm-roberta-base
301203	Political Hate	Severe	Organization	xlm-roberta-base
508058	Abusive	Little to None	Individual	xlm-roberta-base
738605	Political Hate	Severe	Individual	xlm-roberta-base
172299	None	Little to None	None	xlm-roberta-base
378925	Sexism	Mild	Community	xlm-roberta-base
607161	Abusive	Mild	Community	xlm-roberta-base
380233	Religious Hate	Severe	Community	xlm-roberta-base
540926	None	Little to None	None	xlm-roberta-base
668969	Abusive	Mild	Community	xlm-roberta-base
316990	None	Little to None	None	xlm-roberta-base
482466	None	Little to None	None	xlm-roberta-base
260887	Abusive	Mild	Society	xlm-roberta-base
563963	None	Little to None	None	xlm-roberta-base
917361	None	Little to None	None	xlm-roberta-base
266571	Political Hate	Mild	Society	xlm-roberta-base
51068	None	Little to None	None	xlm-roberta-base
348468	None	Little to None	None	xlm-roberta-base
807445	None	Little to None	None	xlm-roberta-base
427140	None	Little to None	None	xlm-roberta-base
422165	None	Little to None	None	xlm-roberta-base
55904	None	Little to None	None	xlm-roberta-base
265434	None	Little to None	None	xlm-roberta-base
267256	None	Little to None	None	xlm-roberta-base
518142	None	Little to None	None	xlm-roberta-base
782489	Political Hate	Little to None	None	xlm-roberta-base
916917	None	Little to None	None	xlm-roberta-base
591157	Political Hate	Mild	Organization	xlm-roberta-base
662682	None	Little to None	None	xlm-roberta-base
393092	Profane	Severe	Organization	xlm-roberta-base
915065	None	Little to None	None	xlm-roberta-base
33824	None	Little to None	None	xlm-roberta-base
756658	Political Hate	Little to None	Society	xlm-roberta-base
658706	Abusive	Severe	Individual	xlm-roberta-base
727816	None	Little to None	None	xlm-roberta-base
654176	Political Hate	Mild	Society	xlm-roberta-base
182173	None	Little to None	None	xlm-roberta-base
399562	Abusive	Mild	Organization	xlm-roberta-base
435617	None	Little to None	None	xlm-roberta-base
112763	None	Little to None	None	xlm-roberta-base
91780	Abusive	Mild	Organization	xlm-roberta-base
396665	None	Little to None	None	xlm-roberta-base
513823	Abusive	Severe	Individual	xlm-roberta-base
321815	None	Little to None	None	xlm-roberta-base
706639	None	Little to None	None	xlm-roberta-base
790250	Abusive	Mild	Society	xlm-roberta-base
243116	Profane	Severe	Organization	xlm-roberta-base
869136	Political Hate	Severe	Organization	xlm-roberta-base
628622	None	Little to None	None	xlm-roberta-base
425618	None	Little to None	None	xlm-roberta-base
348905	None	Little to None	None	xlm-roberta-base
280702	Abusive	Little to None	None	xlm-roberta-base
796835	None	Little to None	None	xlm-roberta-base
339696	None	Little to None	None	xlm-roberta-base
664582	None	Little to None	None	xlm-roberta-base
219751	None	Little to None	None	xlm-roberta-base
861727	None	Little to None	None	xlm-roberta-base
194260	None	Little to None	None	xlm-roberta-base
33277	None	Little to None	None	xlm-roberta-base
224231	Abusive	Mild	Individual	xlm-roberta-base
886973	None	Little to None	None	xlm-roberta-base
582310	None	Little to None	None	xlm-roberta-base
433077	None	Little to None	None	xlm-roberta-base
552679	None	Little to None	None	xlm-roberta-base
643528	Political Hate	Mild	Organization	xlm-roberta-base
85565	Political Hate	Severe	Individual	xlm-roberta-base
628830	Abusive	Mild	Organization	xlm-roberta-base
749660	None	Little to None	None	xlm-roberta-base
1595	Religious Hate	Mild	Individual	xlm-roberta-base
23293	None	Little to None	None	xlm-roberta-base
509035	None	Little to None	None	xlm-roberta-base
886202	None	Little to None	None	xlm-roberta-base
742533	None	Little to None	None	xlm-roberta-base
27838	None	Little to None	None	xlm-roberta-base
75041	Abusive	Little to None	Organization	xlm-roberta-base
228134	Political Hate	Mild	Organization	xlm-roberta-base
382699	Abusive	Severe	Community	xlm-roberta-base
242473	None	Little to None	None	xlm-roberta-base
447845	None	Little to None	None	xlm-roberta-base
686719	None	Little to None	None	xlm-roberta-base
325929	None	Little to None	None	xlm-roberta-base
138617	Political Hate	Little to None	Organization	xlm-roberta-base
37781	Abusive	Mild	Community	xlm-roberta-base
265785	Abusive	Little to None	None	xlm-roberta-base
624047	Political Hate	Little to None	Organization	xlm-roberta-base
395781	None	Little to None	None	xlm-roberta-base
719558	Profane	Severe	Community	xlm-roberta-base
934245	Abusive	Little to None	Individual	xlm-roberta-base
181499	Profane	Severe	Individual	xlm-roberta-base
397249	None	Little to None	None	xlm-roberta-base
582244	None	Little to None	None	xlm-roberta-base
870090	None	Little to None	None	xlm-roberta-base
462030	Profane	Severe	Organization	xlm-roberta-base
446338	None	Little to None	None	xlm-roberta-base
61162	None	Little to None	None	xlm-roberta-base
807176	None	Little to None	None	xlm-roberta-base
864604	None	Little to None	None	xlm-roberta-base
709055	None	Little to None	None	xlm-roberta-base
581292	None	Little to None	None	xlm-roberta-base
563959	None	Little to None	None	xlm-roberta-base
727426	Abusive	Mild	Society	xlm-roberta-base
561351	None	Little to None	None	xlm-roberta-base
916629	Profane	Severe	Individual	xlm-roberta-base
242659	None	Little to None	None	xlm-roberta-base
711936	Abusive	Little to None	None	xlm-roberta-base
398564	None	Little to None	None	xlm-roberta-base
638288	Abusive	Mild	Individual	xlm-roberta-base
571045	Political Hate	Mild	Organization	xlm-roberta-base
396357	Abusive	Mild	Organization	xlm-roberta-base
657340	None	Little to None	None	xlm-roberta-base
131821	None	Little to None	None	xlm-roberta-base
881260	None	Little to None	None	xlm-roberta-base
87349	None	Little to None	None	xlm-roberta-base
232700	Political Hate	Mild	Organization	xlm-roberta-base
22307	None	Little to None	None	xlm-roberta-base
352983	Political Hate	Mild	Individual	xlm-roberta-base
389506	Profane	Severe	Individual	xlm-roberta-base
335493	None	Little to None	None	xlm-roberta-base
739982	Political Hate	Mild	Society	xlm-roberta-base
328094	Political Hate	Mild	Individual	xlm-roberta-base
528740	None	Little to None	None	xlm-roberta-base
808137	None	Little to None	None	xlm-roberta-base
554827	Political Hate	Severe	Individual	xlm-roberta-base
858794	Profane	Severe	Individual	xlm-roberta-base
633224	Abusive	Mild	Organization	xlm-roberta-base
780101	Abusive	Mild	Society	xlm-roberta-base
602479	Profane	Severe	Individual	xlm-roberta-base
540580	None	Little to None	None	xlm-roberta-base
778356	None	Little to None	None	xlm-roberta-base
43268	None	Little to None	None	xlm-roberta-base
262437	Abusive	Little to None	None	xlm-roberta-base
71353	Political Hate	Mild	Organization	xlm-roberta-base
730463	None	Little to None	None	xlm-roberta-base
653820	None	Little to None	None	xlm-roberta-base
335542	None	Little to None	None	xlm-roberta-base
826227	None	Little to None	None	xlm-roberta-base
443806	None	Little to None	None	xlm-roberta-base
769421	Religious Hate	Mild	Community	xlm-roberta-base
685630	None	Little to None	None	xlm-roberta-base
590194	None	Little to None	None	xlm-roberta-base
466683	None	Little to None	None	xlm-roberta-base
280790	Political Hate	Severe	Individual	xlm-roberta-base
860057	None	Little to None	None	xlm-roberta-base
871168	Abusive	Mild	Community	xlm-roberta-base
141496	Profane	Severe	Society	xlm-roberta-base
3736	None	Little to None	None	xlm-roberta-base
288686	Abusive	Mild	Community	xlm-roberta-base
267813	None	Little to None	None	xlm-roberta-base
832012	Abusive	Severe	Society	xlm-roberta-base
32904	None	Little to None	None	xlm-roberta-base
268117	None	Little to None	None	xlm-roberta-base
776783	None	Little to None	Society	xlm-roberta-base
850339	None	Little to None	None	xlm-roberta-base
223593	Political Hate	Mild	Organization	xlm-roberta-base
387123	Religious Hate	Mild	Community	xlm-roberta-base
939377	None	Little to None	None	xlm-roberta-base
484079	None	Little to None	None	xlm-roberta-base
897137	Profane	Severe	Individual	xlm-roberta-base
655003	None	Little to None	None	xlm-roberta-base
585973	None	Little to None	None	xlm-roberta-base
29600	Abusive	Mild	Society	xlm-roberta-base
830036	None	Little to None	None	xlm-roberta-base
565839	Abusive	Little to None	Organization	xlm-roberta-base
359406	None	Little to None	None	xlm-roberta-base
308062	Abusive	Little to None	Individual	xlm-roberta-base
594507	None	Little to None	None	xlm-roberta-base
34433	None	Little to None	None	xlm-roberta-base
43262	None	Little to None	None	xlm-roberta-base
145863	None	Little to None	None	xlm-roberta-base
592053	Political Hate	Mild	Individual	xlm-roberta-base
235746	Abusive	Severe	Community	xlm-roberta-base
893409	Abusive	Severe	Individual	xlm-roberta-base
939031	None	Little to None	None	xlm-roberta-base
647343	None	Little to None	None	xlm-roberta-base
868309	Profane	Severe	Individual	xlm-roberta-base
81611	None	Little to None	None	xlm-roberta-base
693429	Profane	Severe	Community	xlm-roberta-base
546533	Abusive	Mild	Society	xlm-roberta-base
804580	None	Little to None	None	xlm-roberta-base
774663	None	Little to None	None	xlm-roberta-base
442687	Political Hate	Mild	Society	xlm-roberta-base
22333	Profane	Severe	Individual	xlm-roberta-base
883311	Abusive	Mild	Organization	xlm-roberta-base
68897	Political Hate	Severe	Individual	xlm-roberta-base
716697	Political Hate	Mild	Organization	xlm-roberta-base
366472	Abusive	Mild	Community	xlm-roberta-base
112632	Profane	Severe	Organization	xlm-roberta-base
759580	Abusive	Little to None	None	xlm-roberta-base
68501	Political Hate	Little to None	None	xlm-roberta-base
570238	None	Little to None	None	xlm-roberta-base
833247	None	Little to None	None	xlm-roberta-base
742235	None	Little to None	None	xlm-roberta-base
160687	Sexism	Mild	Individual	xlm-roberta-base
854753	None	Little to None	None	xlm-roberta-base
256250	Abusive	Mild	Individual	xlm-roberta-base
801382	None	Little to None	None	xlm-roberta-base
358092	None	Little to None	None	xlm-roberta-base
593155	None	Little to None	None	xlm-roberta-base
72962	None	Little to None	None	xlm-roberta-base
472051	None	Little to None	None	xlm-roberta-base
736544	None	Little to None	None	xlm-roberta-base
26584	None	Little to None	None	xlm-roberta-base
14123	Abusive	Mild	Society	xlm-roberta-base
422940	None	Little to None	None	xlm-roberta-base
530930	None	Little to None	None	xlm-roberta-base
643961	None	Little to None	None	xlm-roberta-base
725166	None	Little to None	None	xlm-roberta-base
183565	None	Little to None	None	xlm-roberta-base
592528	None	Little to None	None	xlm-roberta-base
332661	None	Little to None	None	xlm-roberta-base
893187	None	Little to None	None	xlm-roberta-base
574249	None	Little to None	None	xlm-roberta-base
702233	None	Little to None	None	xlm-roberta-base
332441	Abusive	Mild	Individual	xlm-roberta-base
120948	None	Little to None	None	xlm-roberta-base
303017	None	Little to None	None	xlm-roberta-base
6209	None	Little to None	None	xlm-roberta-base
239068	Abusive	Little to None	Community	xlm-roberta-base
17716	None	Little to None	None	xlm-roberta-base
358382	None	Little to None	None	xlm-roberta-base
528149	Abusive	Mild	Individual	xlm-roberta-base
154954	None	Little to None	None	xlm-roberta-base
237442	Political Hate	Mild	Individual	xlm-roberta-base
385586	None	Little to None	None	xlm-roberta-base
872714	None	Little to None	None	xlm-roberta-base
173242	Abusive	Little to None	Organization	xlm-roberta-base
357390	None	Little to None	None	xlm-roberta-base
399716	Abusive	Severe	Society	xlm-roberta-base
562599	Political Hate	Mild	Organization	xlm-roberta-base
353085	None	Little to None	Individual	xlm-roberta-base
732405	None	Little to None	None	xlm-roberta-base
42984	None	Little to None	None	xlm-roberta-base
327956	None	Little to None	None	xlm-roberta-base
638917	Profane	Severe	Individual	xlm-roberta-base
93540	None	Little to None	None	xlm-roberta-base
787421	Abusive	Little to None	Individual	xlm-roberta-base
504895	None	Little to None	None	xlm-roberta-base
291320	Abusive	Mild	Society	xlm-roberta-base
406332	Abusive	Severe	Individual	xlm-roberta-base
764894	None	Little to None	None	xlm-roberta-base
670548	None	Little to None	None	xlm-roberta-base
817559	None	Little to None	None	xlm-roberta-base
256795	None	Little to None	None	xlm-roberta-base
152630	None	Little to None	None	xlm-roberta-base
17630	None	Little to None	None	xlm-roberta-base
567139	None	Little to None	None	xlm-roberta-base
563824	None	Little to None	None	xlm-roberta-base
139630	Political Hate	Little to None	Organization	xlm-roberta-base
322733	Abusive	Mild	Individual	xlm-roberta-base
524979	Abusive	Severe	Individual	xlm-roberta-base
52851	None	Little to None	None	xlm-roberta-base
449962	None	Little to None	None	xlm-roberta-base
521733	None	Little to None	None	xlm-roberta-base
820909	Political Hate	Little to None	Society	xlm-roberta-base
776132	None	Little to None	None	xlm-roberta-base
208816	Abusive	Little to None	None	xlm-roberta-base
168294	Profane	Severe	Community	xlm-roberta-base
186490	Political Hate	Mild	Organization	xlm-roberta-base
34763	None	Little to None	None	xlm-roberta-base
890503	Abusive	Little to None	Organization	xlm-roberta-base
730297	None	Little to None	None	xlm-roberta-base
267275	Abusive	Little to None	Individual	xlm-roberta-base
875303	None	Little to None	None	xlm-roberta-base
410510	None	Little to None	None	xlm-roberta-base
198288	None	Little to None	None	xlm-roberta-base
878523	Political Hate	Mild	Organization	xlm-roberta-base
804090	None	Little to None	None	xlm-roberta-base
876050	None	Little to None	None	xlm-roberta-base
538825	None	Little to None	None	xlm-roberta-base
439504	Profane	Severe	Individual	xlm-roberta-base
98661	None	Little to None	None	xlm-roberta-base
50223	None	Little to None	None	xlm-roberta-base
